 12Z 11 10 2017, 0.00, 13.41
 00Z 12 10 2017, 0.00, 14.27
 12Z 12 10 2017, 0.00, 9.87
 00Z 13 10 2017, 0.00, 8.84
 12Z 13 10 2017, 0.00, 7.93
 21Z 13 10 2017, 0.00, 8.18
 00Z 14 10 2017, 0.00, 7.13
 12Z 14 10 2017, 0.00, 9.35
 00Z 15 10 2017, 0.00, 10.69
 12Z 15 10 2017, 0.00, 13.80
 00Z 16 10 2017, 0.00, 11.27
 00Z 17 10 2017, 0.00, 12.05
 12Z 17 10 2017, 0.00, 14.11
 00Z 18 10 2017, 0.00, 11.08
 12Z 18 10 2017, 0.00, 8.80
 00Z 19 10 2017, 0.00, 7.02
 12Z 19 10 2017, 0.00, 7.54
 00Z 20 10 2017, 0.00, 5.18
 12Z 20 10 2017, 0.00, 4.71
 00Z 21 10 2017, 0.00, 7.30
 12Z 21 10 2017, 0.00, 6.41
 00Z 22 10 2017, 0.00, 9.43
 12Z 22 10 2017, 0.00, 8.97
 00Z 23 10 2017, 0.00, 6.48
 12Z 23 10 2017, 0.00, 15.43
 00Z 24 10 2017, 0.00, 8.56
 12Z 24 10 2017, 0.00, 9.84
 21Z 24 10 2017, 0.00, 7.90
 12Z 25 10 2017, 0.00, 11.99
 00Z 26 10 2017, 0.00, 15.37
 12Z 26 10 2017, 0.00, 16.51
 21Z 26 10 2017, 0.00, 18.26
 00Z 27 10 2017, 0.00, 16.23
 12Z 27 10 2017, 0.00, 17.29
 00Z 28 10 2017, 0.00, 17.07
 12Z 28 10 2017, 0.00, 18.79
 21Z 28 10 2017, 0.00, 23.90
 00Z 29 10 2017, 0.00, 19.22
 12Z 29 10 2017, 0.14, 18.56
 00Z 30 10 2017, 0.00, 7.77
 12Z 30 10 2017, 0.00, 5.45
 00Z 31 10 2017, 0.00, 6.99
 12Z 31 10 2017, 0.00, 5.24
 00Z 01 11 2017, 0.00, 8.21
 00Z 02 11 2017, 0.00, 10.28
 12Z 02 11 2017, 0.00, 10.15
 00Z 03 11 2017, 0.00, 9.21
 12Z 03 11 2017, 0.00, 14.02
 00Z 04 11 2017, 0.00, 11.85
 12Z 04 11 2017, 0.00, 11.21
 00Z 05 11 2017, 0.00, 9.37
 12Z 05 11 2017, 0.00, 11.39
 00Z 06 11 2017, 0.00, 11.92
 12Z 06 11 2017, 0.00, 13.04
 21Z 06 11 2017, 0.00, 15.25
 12Z 07 11 2017, 0.00, 16.47
 00Z 08 11 2017, 0.00, 19.38
 12Z 08 11 2017, 6.36, 21.39
 00Z 09 11 2017, 0.00, 15.35
 12Z 09 11 2017, 0.00, 15.38
 00Z 10 11 2017, 0.00, 15.06
 12Z 10 11 2017, 0.00, 16.55
 00Z 11 11 2017, 0.00, 13.44
 12Z 11 11 2017, 0.00, 9.80
 00Z 12 11 2017, 0.00, 12.31
 12Z 12 11 2017, 0.00, 12.62
 00Z 13 11 2017, 0.00, 12.11
 12Z 13 11 2017, 0.00, 18.40
 21Z 13 11 2017, 0.00, 12.32
 12Z 14 11 2017, 0.00, 8.10
 00Z 15 11 2017, 0.00, 9.83
 12Z 15 11 2017, 0.00, 8.28
 00Z 16 11 2017, 0.00, 10.63
 12Z 17 11 2017, 0.00, 11.94
 00Z 18 11 2017, 0.00, 12.89
 12Z 18 11 2017, 0.00, 16.17
 00Z 19 11 2017, 383.94, 20.44
 12Z 19 11 2017, 296.58, 21.87
 00Z 20 11 2017, 1107.92, 18.46
 00Z 21 11 2017, 0.00, 13.72
 12Z 21 11 2017, 0.00, 9.00
 00Z 22 11 2017, 0.00, 11.53
 00Z 23 11 2017, 0.00, 9.99
 12Z 23 11 2017, 0.00, 9.35
 12Z 24 11 2017, 0.00, 9.07
 00Z 25 11 2017, 0.00, 10.15
 12Z 25 11 2017, 0.00, 15.35
 00Z 26 11 2017, 0.00, 16.48
 12Z 26 11 2017, 0.00, 10.99
 21Z 26 11 2017, 0.00, 11.62
 00Z 27 11 2017 
 00Z 28 11 2017, 0.00, 12.24
 12Z 28 11 2017, 0.00, 10.78
 00Z 29 11 2017, 0.00, 10.20
 12Z 29 11 2017, 0.00, 8.80
 21Z 29 11 2017, 0.00, 13.98
 00Z 30 11 2017 
 12Z 30 11 2017, 0.00, 12.51
 00Z 01 12 2017, 0.00, 13.93
 12Z 01 12 2017, 0.00, 13.19
 00Z 02 12 2017, 0.00, 12.33
 12Z 02 12 2017, 0.00, 13.44
 00Z 03 12 2017, 0.00, 10.99
 00Z 04 12 2017, 0.00, 10.06
 12Z 04 12 2017, 0.00, 10.42
 00Z 05 12 2017, 0.00, 11.95
 12Z 05 12 2017, 0.00, 10.87
 00Z 06 12 2017, 0.00, 11.53
 12Z 06 12 2017, 0.00, 12.82
 00Z 07 12 2017, 0.00, 9.41
